Year,Jurisdiction,"National School Lunch Program eligibility, 3 categories",Average scale score
2009,North Dakota,Information not available,à
2009,Ohio,Eligible,255.1859
2009,Ohio,Not eligible,275.6449
2009,Ohio,Information not available,à
2009,Oklahoma,Eligible,250.1578
2009,Oklahoma,Not eligible,268.3729
2009,Oklahoma,Information not available,à
2009,Oregon,Eligible,252.2354
2009,Oregon,Not eligible,274.0919
2009,Oregon,Information not available,à
2009,Pennsylvania,Eligible,253.1023
2009,Pennsylvania,Not eligible,279.4198
2009,Pennsylvania,Information not available,à
2009,Rhode Island,Eligible,245.2434
2009,Rhode Island,Not eligible,268.6070
2009,Rhode Island,Information not available,à
2009,South Carolina,Eligible,246.1660
2009,South Carolina,Not eligible,268.6473
2009,South Carolina,Information not available,à
2009,South Dakota,Eligible,257.7775
2009,South Dakota,Not eligible,275.5549
2009,South Dakota,Information not available,à
2009,Tennessee,Eligible,249.6973
2009,Tennessee,Not eligible,269.2809
2009,Tennessee,Information not available,à
2009,Texas,Eligible,249.4933
2009,Texas,Not eligible,272.6389
2009,Texas,Information not available,à
2009,Utah,Eligible,250.5007
2009,Utah,Not eligible,270.8263
2009,Utah,Information not available,272.8462
2009,Vermont,Eligible,259.6812
2009,Vermont,Not eligible,277.3846
2009,Vermont,Information not available,à
2009,Virginia,Eligible,250.9063
2009,Virginia,Not eligible,272.2327
2009,Virginia,Information not available,à
2009,Washington,Eligible,253.9999
2009,Washington,Not eligible,274.6862
2009,Washington,Information not available,à
2009,West Virginia,Eligible,246.2534
2009,West Virginia,Not eligible,263.8727
2009,West Virginia,Information not available,à
2009,Wisconsin,Eligible,249.3739
2009,Wisconsin,Not eligible,272.8891
2009,Wisconsin,Information not available,à
2009,Wyoming,Eligible,257.0944
2009,Wyoming,Not eligible,272.5358
2009,Wyoming,Information not available,à
2007,National,Eligible,247.3031
2007,National,Not eligible,271.3046
2007,National,Information not available,277.2986
2007,Alabama,Eligible,240.5937
2007,Alabama,Not eligible,263.0527
2007,Alabama,Information not available,à
2007,Alaska,Eligible,244.3917
2007,Alaska,Not eligible,267.6316
2007,Alaska,Information not available,à
2007,Arizona,Eligible,241.1333
2007,Arizona,Not eligible,265.1241
2007,Arizona,Information not available,272.2094
2007,Arkansas,Eligible,247.3870
2007,Arkansas,Not eligible,269.0063
2007,Arkansas,Information not available,à
2007,California,Eligible,239.0617
2007,California,Not eligible,263.6192
2007,California,Information not available,247.5710
2007,Colorado,Eligible,251.3081
2007,Colorado,Not eligible,273.4716
2007,Colorado,Information not available,à
2007,Connecticut,Eligible,243.4368
2007,Connecticut,Not eligible,275.4013
2007,Connecticut,Information not available,à
2007,Delaware,Eligible,253.8407
2007,Delaware,Not eligible,269.8700
2007,Delaware,Information not available,à
2007,District of Columbia,Eligible,234.2732
2007,District of Columbia,Not eligible,252.7688
2007,District of Columbia,Information not available,à
2007,DoDEA,Eligible,à
2007,DoDEA,Not eligible,à
2007,DoDEA,Information not available,à
2007,Florida,Eligible,249.1539
2007,Florida,Not eligible,267.6062
2007,Florida,Information not available,à
2007,Georgia,Eligible,246.8584
2007,Georgia,Not eligible,269.8245
2007,Georgia,Information not available,à
2007,Hawaii,Eligible,242.8511
2007,Hawaii,Not eligible,257.1217
2007,Hawaii,Information not available,à
2007,Idaho,Eligible,255.9343
2007,Idaho,Not eligible,269.8472
2007,Idaho,Information not available,à
2007,Illinois,Eligible,248.8957
2007,Illinois,Not eligible,271.7422
2007,Illinois,Information not available,à
2007,Indiana,Eligible,250.7089
2007,Indiana,Not eligible,271.3732
2007,Indiana,Information not available,à
2007,Iowa,Eligible,252.9531
2007,Iowa,Not eligible,273.8766
2007,Iowa,Information not available,à
2007,Kansas,Eligible,253.3741
2007,Kansas,Not eligible,275.3926
2007,Kansas,Information not available,à
2007,Kentucky,Eligible,252.2010
2007,Kentucky,Not eligible,270.8956
2007,Kentucky,Information not available,à
2007,Louisiana,Eligible,245.1222
2007,Louisiana,Not eligible,264.9259
2007,Louisiana,Information not available,à
2007,Maine,Eligible,260.6674
2007,Maine,Not eligible,274.3231
2007,Maine,Information not available,à
2007,Maryland,Eligible,250.9145
2007,Maryland,Not eligible,270.9915
2007,Maryland,Information not available,à
2007,Massachusetts,Eligible,255.9426
2007,Massachusetts,Not eligible,279.4518
2007,Massachusetts,Information not available,à
2007,Michigan,Eligible,243.6968
2007,Michigan,Not eligible,268.2125
2007,Michigan,Information not available,à
2007,Minnesota,Eligible,253.6155
2007,Minnesota,Not eligible,273.4713
2007,Minnesota,Information not available,à
2007,Mississippi,Eligible,242.0060
2007,Mississippi,Not eligible,265.7562
2007,Mississippi,Information not available,à
2007,Missouri,Eligible,251.5370
2007,Missouri,Not eligible,271.2515
2007,Missouri,Information not available,à
2007,Montana,Eligible,259.8458
2007,Montana,Not eligible,276.6688
2007,Montana,Information not available,à
2007,Nebraska,Eligible,253.5663
2007,Nebraska,Not eligible,273.3267
2007,Nebraska,Information not available,à
2007,Nevada,Eligible,240.2355
2007,Nevada,Not eligible,260.0259
2007,Nevada,Information not available,246.4028
2007,New Hampshire,Eligible,257.1657
2007,New Hampshire,Not eligible,272.1871
2007,New Hampshire,Information not available,270.0862
2007,New Jersey,Eligible,250.8590
2007,New Jersey,Not eligible,277.1434
2007,New Jersey,Information not available,à
2007,New Mexico,Eligible,241.9893
2007,New Mexico,Not eligible,264.0923
2007,New Mexico,Information not available,à
2007,New York,Eligible,250.4195
2007,New York,Not eligible,275.4454
2007,New York,Information not available,à
2007,North Carolina,Eligible,245.5255
2007,North Carolina,Not eligible,270.4078
2007,North Carolina,Information not available,à
2007,North Dakota,Eligible,257.7837
2007,North Dakota,Not eligible,271.7065
2007,North Dakota,Information not available,à
2007,Ohio,Eligible,251.2800
2007,Ohio,Not eligible,275.4442
2007,Ohio,Information not available,à
2007,Oklahoma,Eligible,251.5147
2007,Oklahoma,Not eligible,267.6839
2007,Oklahoma,Information not available,à
2007,Oregon,Eligible,253.1774
2007,Oregon,Not eligible,273.9253
2007,Oregon,Information not available,263.4419
2007,Pennsylvania,Eligible,252.5277
2007,Pennsylvania,Not eligible,274.5770
2007,Pennsylvania,Information not available,à
2007,Rhode Island,Eligible,241.5842
2007,Rhode Island,Not eligible,266.6849
2007,Rhode Island,Information not available,à
2007,South Carolina,Eligible,244.5632
2007,South Carolina,Not eligible,269.1339
2007,South Carolina,Information not available,à
2007,South Dakota,Eligible,259.0255
2007,South Dakota,Not eligible,274.2941
2007,South Dakota,Information not available,à
2007,Tennessee,Eligible,247.3051
2007,Tennessee,Not eligible,268.7896
2007,Tennessee,Information not available,à
2007,Texas,Eligible,249.3475
2007,Texas,Not eligible,273.1965
2007,Texas,Information not available,à
2007,Utah,Eligible,251.7898
2007,Utah,Not eligible,266.8491
2007,Utah,Information not available,à
2007,Vermont,Eligible,260.3381
2007,Vermont,Not eligible,277.5805
2007,Vermont,Information not available,à
2007,Virginia,Eligible,252.4733
2007,Virginia,Not eligible,271.9868
2007,Virginia,Information not available,à
2007,Washington,Eligible,250.6280
2007,Washington,Not eligible,272.0963
2007,Washington,Information not available,à
2007,West Virginia,Eligible,245.8704
2007,West Virginia,Not eligible,262.7510
2007,West Virginia,Information not available,à
2007,Wisconsin,Eligible,245.8162
2007,Wisconsin,Not eligible,271.7900
2007,Wisconsin,Information not available,à
2007,Wyoming,Eligible,255.4179
2007,Wyoming,Not eligible,270.2051
2007,Wyoming,Information not available,à
2005,National,Eligible,246.8048
2005,National,Not eligible,270.2304
2005,National,Information not available,274.8981
2005,Alabama,Eligible,238.7176
2005,Alabama,Not eligible,264.6315
2005,Alabama,Information not available,à
2005,Alaska,Eligible,241.3487
2005,Alaska,Not eligible,266.9246
2005,Alaska,Information not available,à
2005,Arizona,Eligible,241.8797
2005,Arizona,Not eligible,264.9893
2005,Arizona,Information not available,260.6899
2005,Arkansas,Eligible,246.9891
2005,Arkansas,Not eligible,267.8241
2005,Arkansas,Information not available,à
2005,California,Eligible,238.5189
2005,California,Not eligible,261.5469
2005,California,Information not available,244.7875
2005,Colorado,Eligible,248.0165
2005,Colorado,Not eligible,272.1845
2005,Colorado,Information not available,à
2005,Connecticut,Eligible,242.5114
2005,Connecticut,Not eligible,272.2153
2005,Connecticut,Information not available,à
2005,Delaware,Eligible,253.7607
2005,Delaware,Not eligible,270.6701
2005,Delaware,Information not available,282.4129
2005,District of Columbia,Eligible,233.8808
2005,District of Columbia,Not eligible,249.2991
2005,District of Columbia,Information not available,à
2005,DoDEA,Eligible,à
2005,DoDEA,Not eligible,à
2005,DoDEA,Information not available,à
2005,Florida,Eligible,245.8800
2005,Florida,Not eligible,263.7370
2005,Florida,Information not available,à
2005,Georgia,Eligible,242.9105
2005,Georgia,Not eligible,269.0259
2005,Georgia,Information not available,252.3668
2005,Hawaii,Eligible,239.1078
2005,Hawaii,Not eligible,255.5164
2005,Hawaii,Information not available,à
2005,Idaho,Eligible,255.8876
2005,Idaho,Not eligible,269.2558
2005,Idaho,Information not available,à
2005,Illinois,Eligible,248.4251
2005,Illinois,Not eligible,272.5855
2005,Illinois,Information not available,à
2005,Indiana,Eligible,249.5250
2005,Indiana,Not eligible,267.7139
2005,Indiana,Information not available,à
2005,Iowa,Eligible,255.2616
2005,Iowa,Not eligible,271.7605
2005,Iowa,Information not available,à
2005,Kansas,Eligible,253.8964
2005,Kansas,Not eligible,274.6223
2005,Kansas,Information not available,à
2005,Kentucky,Eligible,255.7007
2005,Kentucky,Not eligible,270.9070
2005,Kentucky,Information not available,à
2005,Louisiana,Eligible,244.2142
2005,Louisiana,Not eligible,263.7258
2005,Louisiana,Information not available,257.2352
2005,Maine,Eligible,260.9390
2005,Maine,Not eligible,274.0862
2005,Maine,Information not available,à
2005,Maryland,Eligible,243.0058
2005,Maryland,Not eligible,268.9601
2005,Maryland,Information not available,252.8187
2005,Massachusetts,Eligible,256.2672
2005,Massachusetts,Not eligible,280.4030
2005,Massachusetts,Information not available,274.6505
2005,Michigan,Eligible,245.9681
2005,Michigan,Not eligible,267.1238
2005,Michigan,Information not available,à
2005,Minnesota,Eligible,251.5729
2005,Minnesota,Not eligible,274.7680
2005,Minnesota,Information not available,à
2005,Mississippi,Eligible,241.3029
2005,Mississippi,Not eligible,266.2144
2005,Mississippi,Information not available,à
2005,Missouri,Eligible,253.0988
2005,Missouri,Not eligible,271.8678
2005,Missouri,Information not available,261.3297
2005,Montana,Eligible,258.5859
2005,Montana,Not eligible,274.0256
2005,Montana,Information not available,à
2005,Nebraska,Eligible,252.9457
2005,Nebraska,Not eligible,273.7838
2005,Nebraska,Information not available,à
2005,Nevada,Eligible,240.3534
2005,Nevada,Not eligible,259.2605
2005,Nevada,Information not available,251.2690
2005,New Hampshire,Eligible,254.7922
2005,New Hampshire,Not eligible,272.6860
2005,New Hampshire,Information not available,à
2005,New Jersey,Eligible,251.5631
2005,New Jersey,Not eligible,275.5892
2005,New Jersey,Information not available,272.8534
2005,New Mexico,Eligible,243.4521
2005,New Mexico,Not eligible,263.0636
2005,New Mexico,Information not available,257.0885
2005,New York,Eligible,252.6003
2005,New York,Not eligible,276.3469
2005,New York,Information not available,265.4949
2005,North Carolina,Eligible,244.3887
2005,North Carolina,Not eligible,267.0510
2005,North Carolina,Information not available,à
2005,North Dakota,Eligible,259.8212
2005,North Dakota,Not eligible,274.1259
2005,North Dakota,Information not available,à
2005,Ohio,Eligible,250.8448
2005,Ohio,Not eligible,274.2601
2005,Ohio,Information not available,273.3501
2005,Oklahoma,Eligible,251.6273
2005,Oklahoma,Not eligible,267.3719
2005,Oklahoma,Information not available,à
2005,Oregon,Eligible,252.2752
2005,Oregon,Not eligible,268.5508
2005,Oregon,Information not available,264.3067
2005,Pennsylvania,Eligible,246.6953
2005,Pennsylvania,Not eligible,276.3735
2005,Pennsylvania,Information not available,à
2005,Rhode Island,Eligible,242.9165
2005,Rhode Island,Not eligible,268.6901
2005,Rhode Island,Information not available,à
2005,South Carolina,Eligible,245.7682
2005,South Carolina,Not eligible,267.7470
2005,South Carolina,Information not available,à
2005,South Dakota,Eligible,258.7941
2005,South Dakota,Not eligible,273.7402
2005,South Dakota,Information not available,à
2005,Tennessee,Eligible,246.2844
2005,Tennessee,Not eligible,268.1944
2005,Tennessee,Information not available,à
2005,Texas,Eligible,246.6093
2005,Texas,Not eligible,268.9548
2005,Texas,Information not available,à
2005,Utah,Eligible,253.9026
2005,Utah,Not eligible,265.6832
2005,Utah,Information not available,à
2005,Vermont,Eligible,255.0313
2005,Vermont,Not eligible,274.3973
2005,Vermont,Information not available,à
2005,Virginia,Eligible,253.4635
2005,Virginia,Not eligible,273.1205
2005,Virginia,Information not available,à
2005,Washington,Eligible,250.5980
2005,Washington,Not eligible,272.0989
2005,Washington,Information not available,257.2795
2005,West Virginia,Eligible,245.4401
2005,West Virginia,Not eligible,263.1719
2005,West Virginia,Information not available,à
2005,Wisconsin,Eligible,249.3270
2005,Wisconsin,Not eligible,272.0418
2005,Wisconsin,Information not available,à
2005,Wyoming,Eligible,258.6671
2005,Wyoming,Not eligible,271.8412
2005,Wyoming,Information not available,à
2003,National,Eligible,246.6493
2003,National,Not eligible,271.4498
2003,National,Information not available,272.2938
2003,Alabama,Eligible,240.7053
2003,Alabama,Not eligible,264.9322
2003,Alabama,Information not available,à
2003,Alaska,Eligible,239.3470
2003,Alaska,Not eligible,262.9246
2003,Alaska,Information not available,257.0478
2003,Arizona,Eligible,241.4700
2003,Arizona,Not eligible,265.2677
2003,Arizona,Information not available,258.2384
2003,Arkansas,Eligible,249.6105
2003,Arkansas,Not eligible,267.0139
2003,Arkansas,Information not available,245.1585
2003,California,Eligible,237.4107
2003,California,Not eligible,264.2688
2003,California,Information not available,248.5425
2003,Colorado,Eligible,249.5360
2003,Colorado,Not eligible,274.1887
2003,Colorado,Information not available,à
2003,Connecticut,Eligible,244.9620
2003,Connecticut,Not eligible,274.8227
2003,Connecticut,Information not available,271.7312
2003,Delaware,Eligible,250.1571
2003,Delaware,Not eligible,271.2473
2003,Delaware,Information not available,273.5332
2003,District of Columbia,Eligible,231.8640
2003,District of Columbia,Not eligible,247.5538
2003,District of Columbia,Information not available,248.8420
2003,DoDEA,Eligible,à
2003,DoDEA,Not eligible,à
2003,DoDEA,Information not available,à
2003,Florida,Eligible,245.1835
2003,Florida,Not eligible,267.2720
2003,Florida,Information not available,268.9505
2003,Georgia,Eligible,243.3472
2003,Georgia,Not eligible,269.2437
2003,Georgia,Information not available,251.3882
2003,Hawaii,Eligible,240.2375
2003,Hawaii,Not eligible,259.3930
2003,Hawaii,Information not available,à
2003,Idaho,Eligible,253.7815
2003,Idaho,Not eligible,270.1991
2003,Idaho,Information not available,267.7525
2003,Illinois,Eligible,249.0745
2003,Illinois,Not eligible,276.3824
2003,Illinois,Information not available,261.6278
2003,Indiana,Eligible,247.5981
2003,Indiana,Not eligible,271.7939
2003,Indiana,Information not available,272.7333
2003,Iowa,Eligible,251.7345
2003,Iowa,Not eligible,272.6737
2003,Iowa,Information not available,274.6158
2003,Kansas,Eligible,252.6409
2003,Kansas,Not eligible,272.7543
2003,Kansas,Information not available,à
2003,Kentucky,Eligible,256.9293
2003,Kentucky,Not eligible,273.0896
2003,Kentucky,Information not available,à
2003,Louisiana,Eligible,244.6473
2003,Louisiana,Not eligible,265.5854
2003,Louisiana,Information not available,251.9552
2003,Maine,Eligible,257.7578
2003,Maine,Not eligible,272.6328
2003,Maine,Information not available,à
2003,Maryland,Eligible,242.1600
2003,Maryland,Not eligible,268.3016
2003,Maryland,Information not available,269.9560
2003,Massachusetts,Eligible,250.5375
2003,Massachusetts,Not eligible,279.9835
2003,Massachusetts,Information not available,277.7430
2003,Michigan,Eligible,247.1050
2003,Michigan,Not eligible,272.4464
2003,Michigan,Information not available,261.2723
2003,Minnesota,Eligible,247.6751
2003,Minnesota,Not eligible,273.6068
2003,Minnesota,Information not available,à
2003,Mississippi,Eligible,246.3239
2003,Mississippi,Not eligible,266.4280
2003,Mississippi,Information not available,259.7849
2003,Missouri,Eligible,254.5970
2003,Missouri,Not eligible,272.6810
2003,Missouri,Information not available,279.3139
2003,Montana,Eligible,258.4662
2003,Montana,Not eligible,274.7981
2003,Montana,Information not available,269.2718
2003,Nebraska,Eligible,252.7861
2003,Nebraska,Not eligible,272.6983
2003,Nebraska,Information not available,261.6007
2003,Nevada,Eligible,241.6326
2003,Nevada,Not eligible,258.1293
2003,Nevada,Information not available,à
2003,New Hampshire,Eligible,254.8676
2003,New Hampshire,Not eligible,272.8955
2003,New Hampshire,Information not available,277.7579
2003,New Jersey,Eligible,245.5196
2003,New Jersey,Not eligible,275.3244
2003,New Jersey,Information not available,270.5233
2003,New Mexico,Eligible,241.1204
2003,New Mexico,Not eligible,261.7393
2003,New Mexico,Information not available,262.8442
2003,New York,Eligible,249.0921
2003,New York,Not eligible,277.8577
2003,New York,Information not available,277.0733
2003,North Carolina,Eligible,246.6224
2003,North Carolina,Not eligible,270.3920
2003,North Carolina,Information not available,270.5383
2003,North Dakota,Eligible,259.2637
2003,North Dakota,Not eligible,273.3755
2003,North Dakota,Information not available,à
2003,Ohio,Eligible,250.5358
2003,Ohio,Not eligible,272.6341
2003,Ohio,Information not available,264.2827
2003,Oklahoma,Eligible,251.0557
2003,Oklahoma,Not eligible,270.5449
2003,Oklahoma,Information not available,à
2003,Oregon,Eligible,253.6584
2003,Oregon,Not eligible,267.5854
2003,Oregon,Information not available,270.2688
2003,Pennsylvania,Eligible,247.2964
2003,Pennsylvania,Not eligible,271.2010
2003,Pennsylvania,Information not available,257.2348
2003,Rhode Island,Eligible,245.3497
2003,Rhode Island,Not eligible,269.9287
2003,Rhode Island,Information not available,238.9517
2003,South Carolina,Eligible,247.3484
2003,South Carolina,Not eligible,268.0588
2003,South Carolina,Information not available,à
2003,South Dakota,Eligible,260.9881
2003,South Dakota,Not eligible,274.2449
2003,South Dakota,Information not available,à
2003,Tennessee,Eligible,244.8393
2003,Tennessee,Not eligible,265.0623
2003,Tennessee,Information not available,271.8662
2003,Texas,Eligible,245.6466
2003,Texas,Not eligible,269.2836
2003,Texas,Information not available,à
2003,Utah,Eligible,250.7572
2003,Utah,Not eligible,269.2068
2003,Utah,Information not available,268.6306
2003,Vermont,Eligible,255.4210
2003,Vermont,Not eligible,275.7214
2003,Vermont,Information not available,à
2003,Virginia,Eligible,251.5068
2003,Virginia,Not eligible,274.3635
2003,Virginia,Information not available,266.2582
2003,Washington,Eligible,248.2833
2003,Washington,Not eligible,271.3185
2003,Washington,Information not available,268.9704
2003,West Virginia,Eligible,251.5179
2003,West Virginia,Not eligible,267.3133
2003,West Virginia,Information not available,à
2003,Wisconsin,Eligible,243.9757
2003,Wisconsin,Not eligible,272.2130
2003,Wisconsin,Information not available,273.1087
2003,Wyoming,Eligible,255.3706
2003,Wyoming,Not eligible,271.5178
2003,Wyoming,Information not available,à